id	Airline	A_ICAO	Time	InitialDate	FinalDate
278296	EZY	UNKNOWN	945	2	31
278297	RYR	LIME	25	2	31
278298	RYR	LFMU	1135	2	19
278300	RYR	UNKNOWN	750	2	22
278301	RYR	EPKK	760	19	30
278304	EZY	LFPG	995	2	31
278305	EZY	LSGG	750	2	31
278307	RYR	UNKNOWN	1125	2	17
278309	RYR	LIRA	795	2	31
278311	AFR	LFPG	565	2	31
278312	AFR	LFPG	895	2	31
278313	AFR	LFPG	1170	2	31
278315	RYR	LEBL	785	2	31
278316	RYR	UNKNOWN	1095	2	17
278317	RYR	EKBI	1105	18	31
278318	RYR	LEBL	35	2	31
278320	EZY	UNKNOWN	900	2	31
278322	EZY	LGIR	80	2	29
278324	RYR	LEMP	1225	2	31
278325	RYR	LELH	1235	3	30
278327	RYR	UNKNOWN	585	2	28
278331	TCX	UNKNOWN	795	2	25
278332	KLM	EHAM	560	2	31
278334	RYR	UNKNOWN	535	2	31
278335	RYR	EIDW	505	2	31
278336	RYR	EIBA	495	4	19
278337	SHT	EGLL	875	2	31
278338	TCX	LPFR	780	2	25
278339	RYR	UNKNOWN	530	2	30
278340	RYR	LEGE	525	12	31
278341	EZY	UNKNOWN	830	2	31
278342	EZY	LEAL	820	3	25
278343	EZY	LKPR	1155	4	31
278345	TCX	UNKNOWN	345	2	26
278346	EZY	LIRP	985	2	30
278347	EZY	UNKNOWN	1005	4	31
278348	EZY	UNKNOWN	95	2	31
278350	EZY	LFNR	1405	5	31
278351	EZY	EKCH	710	2	31
278352	TCX	UNKNOWN	75	2	25
278354	RYR	UNKNOWN	55	2	31
278355	RYR	UNKNOWN	835	2	13
278357	RYR	LFML	1010	2	30
278358	RYR	LFNR	1015	13	31
278359	RYR	UNKNOWN	1030	2	31
278360	RYR	LIPS	1400	2	20
278361	RYR	LIPH	1400	7	31
278362	EZY	LEMG	830	2	31
278363	RYR	UNKNOWN	885	2	31
278364	RYR	LEAL	885	3	25
278369	TOM	UNKNOWN	515	2	31
278370	EZY	UNKNOWN	855	2	30
278371	EZY	LMML	845	10	31
278372	EZY	UNKNOWN	140	2	31
278373	EZY	LGIR	135	4	30
278374	RYR	UNKNOWN	1025	2	30
278377	TCX	UNKNOWN	195	2	26
278379	EZY	UNKNOWN	755	10	29
278380	EZY	LPFR	60	2	31
278383	RYR	LPPT	80	2	30
278384	RYR	UNKNOWN	1105	2	24
278386	RYR	LEMD	630	2	31
278387	BEE	UNKNOWN	510	2	21
278388	RYR	EIDW	765	2	31
278389	TCX	KJFK	640	2	24
278393	EZY	LEPA	145	26	31
278394	VIR	KATL	455	7	31
278397	TOM	UNKNOWN	800	6	28
278399	RYR	UNKNOWN	1105	2	31
278405	VIR	UNKNOWN	560	7	17
278406	EZY	UNKNOWN	995	3	31
278407	THY	UNKNOWN	640	4	31
278408	TCX	UNKNOWN	570	3	26
278409	RYR	LEAL	85	3	25
278410	RYR	UNKNOWN	85	18	31
278413	TCX	LCPH	1130	7	22
278414	BEE	UNKNOWN	530	4	23
278415	BEE	UNKNOWN	765	4	24
278416	RYR	UNKNOWN	50	4	31
278417	EXS	LEAL	920	5	25
278418	EXS	UNKNOWN	930	27	31
278420	TCX	LGSR	60	6	25
278421	TCX	UNKNOWN	60	7	23
278422	TCX	UNKNOWN	250	6	26
278427	EXS	UNKNOWN	95	6	31
278428	EXS	LIRF	920	6	31
278432	EXS	UNKNOWN	180	6	26
278433	TCX	UNKNOWN	1020	6	25
278434	EXS	UNKNOWN	955	6	31
278436	EXS	LDSR	985	6	30
278437	EXS	UNKNOWN	985	11	31
278438	EXS	LIPZ	865	6	31
278440	EZY	UNKNOWN	1050	7	31
278441	TCX	UNKNOWN	780	6	25
278442	EXS	UNKNOWN	1060	6	27
278443	TCX	UNKNOWN	110	6	25
278444	EXS	LPFR	900	6	31
278445	TCX	UNKNOWN	825	6	23
278446	TCX	LEGE	820	7	25
278447	TCX	UNKNOWN	55	6	26
278448	EXS	UNKNOWN	945	6	30
278449	EXS	LIRP	950	15	31
278450	EXS	UNKNOWN	815	6	15
278451	TOM	UNKNOWN	215	6	31
278453	TOM	LIEA	855	6	29
278457	EZY	LDSR	35	6	29
278458	EZY	UNKNOWN	55	11	31
278460	EXS	UNKNOWN	40	6	31
278461	TCX	UNKNOWN	910	6	25
278462	EZY	UNKNOWN	150	6	28
278463	EZY	LCPH	130	15	29
278464	TOM	UNKNOWN	1230	6	23
278465	TCX	UNKNOWN	290	7	26
278467	TCX	UNKNOWN	1385	7	25
278470	TOM	UNKNOWN	900	10	31
278472	TOM	LEPA	1310	25	31
278476	EXS	UNKNOWN	1310	7	19
278478	EXS	UNKNOWN	955	7	28
278481	CFE	LEAL	800	8	24
278484	TOM	UNKNOWN	810	11	23
278485	TCX	UNKNOWN	105	8	26
278486	TCX	UNKNOWN	910	8	25
278487	TCX	UNKNOWN	195	8	26
278488	TCX	UNKNOWN	350	9	14
278489	TCX	UNKNOWN	1175	9	23
278490	BRU	UNKNOWN	665	9	23
278493	EXS	UNKNOWN	1015	9	18
278494	EXS	LFBE	1015	14	25
278495	EXS	UNKNOWN	685	9	25
278496	AWC	UNKNOWN	1015	9	31
278497	CFE	LEMG	905	9	27
278498	CFE	LEMG	1370	9	27
278499	EXS	UNKNOWN	950	9	24
278500	EXS	UNKNOWN	990	9	31
278501	TOM	UNKNOWN	150	9	24
278502	TOM	UNKNOWN	380	9	24
278503	TOM	LOWS	1190	10	25
278504	ERN	LIPX	735	11	25
278506	TCX	UNKNOWN	1370	10	24
278507	TOM	LIEA	860	10	24
278509	RYR	LEMG	635	10	31
278511	BGH	LBWV	595	13	26
278512	BGH	LBWN	600	14	23
278513	EXS	UNKNOWN	75	10	25
278514	CFE	UNKNOWN	795	10	23
278515	TCX	KMCO	375	13	26
278517	TOM	UNKNOWN	895	12	30
278518	ROU	CYYZ	705	12	27
278519	BEE	UNKNOWN	705	13	29
278523	RYR	LEPA	825	25	31
278524	PGT	LTFJ	770	15	31
278525	EXS	UNKNOWN	995	15	27
278527	SAS	ENGM	860	15	20
278528	EXS	UNKNOWN	815	16	30
278529	EXS	UNKNOWN	185	17	26
278530	TOM	UNKNOWN	925	18	24
278531	RYR	UNKNOWN	1125	18	31
278532	EZY	LEJR	1380	19	31
278534	EZY	UNKNOWN	200	19	31
278536	EZY	LGAV	85	23	31
279406	KLM	EGFF	1170	0	24
279407	KLM	EGFF	500	0	31
279410	VLG	EGFF	755	3	30
279412	VLG	EGFF	975	4	27
279413	KLM	EGFF	720	0	29
279414	RYR	EGFF	755	2	27
279420	TOM	EGFF	1005	8	25
279423	TOM	EGFF	95	10	31
279426	TOM	EGFF	610	25	31
279427	KLC	EGFF	1170	25	31
279428	KLM	EHAM	1065	0	24
279429	QTR	OTHH	815	0	31
279430	KLM	EHAM	610	0	29
279431	TCX	UNKNOWN	840	2	24
279432	TCX	UNKNOWN	200	3	26
279433	VLG	LEAL	800	3	25
279434	VLG	UNKNOWN	780	12	31
279435	VLG	LEMG	545	5	31
279437	RYR	LEBL	595	5	31
279438	TOM	LGRP	95	6	27
279439	TOM	LEAL	1215	7	25
279440	TOM	UNKNOWN	1210	18	31
279441	TOM	UNKNOWN	760	7	30
279442	TOM	UNKNOWN	875	7	28
279443	TOM	UNKNOWN	820	8	24
279444	TOM	LEPA	815	25	31
279445	TCX	UNKNOWN	90	8	26
279446	TOM	UNKNOWN	255	17	24
279447	KLC	EHAM	1075	25	31
280739	STK	EGGD	625	0	31
280745	KLM	EGGD	1165	0	31
280755	EZY	EGGD	1400	2	28
280757	EZY	EGGD	520	2	31
280761	EZY	EGGD	625	2	31
280764	EZY	EGGD	565	2	31
280768	RYR	EGGD	600	10	31
280769	EZY	EGGD	610	2	29
280773	EZY	EGGD	1120	3	31
280775	EZY	EGGD	560	2	31
280777	RYR	EGGD	1335	2	31
280778	EZY	EGGD	730	2	31
280780	EZY	EGGD	835	2	22
280782	EZY	EGGD	730	2	31
280786	RYR	EGGD	1115	2	31
280787	RYR	EGGD	600	4	31
280788	STK	EGGD	910	2	31
280789	EZY	EGGD	1375	2	25
280791	EZY	EGGD	570	2	30
280796	EZY	EGGD	1380	25	31
280800	RYR	EGGD	720	25	31
280803	RYR	EGGD	1290	2	31
280805	EJU	EGGD	1155	10	31
280806	EJU	EGGD	1095	2	27
280810	EZY	EGGD	575	4	30
280814	EZY	EGGD	1360	2	31
280819	EZY	EGGD	630	2	31
280821	EZY	EGGD	555	2	31
280825	KLM	EGGD	695	3	31
280826	KLM	EGGD	520	4	20
280834	EZY	EGGD	1005	6	31
280844	EZY	EGGD	975	8	30
280855	TOM	EGGD	95	9	27
280860	EZY	EGGD	1270	15	31
280863	STK	EIDW	530	0	31
280864	STK	EICK	800	0	31
280865	TOM	LEAL	955	0	25
280866	TOM	UNKNOWN	955	18	31
280869	EZY	LEMP	800	0	31
280870	EZY	LELH	795	2	21
280871	KLM	EHAM	1065	0	31
280872	TCX	UNKNOWN	310	1	26
280873	TOM	UNKNOWN	415	1	31
280874	TOM	01FL	410	12	29
280876	EZY	LEMG	160	2	31
280878	RYR	LEMG	1245	2	31
280879	EJU	LIPZ	980	2	13
280880	EZY	LEMG	775	2	31
280881	RYR	LHBP	1235	2	31
280882	EZY	EHAM	630	2	31
280883	KLM	EHAM	880	2	20
280885	EZY	UNKNOWN	780	3	31
280886	RYR	LROP	1060	2	14
280887	RYR	UNKNOWN	1070	15	23
280889	EZY	EGPH	675	2	29
280892	EZY	UNKNOWN	640	2	28
280893	EZY	LIEO	1030	2	31
280896	EZY	LIMJ	805	2	31
280898	EZY	EGPF	1015	2	31
280900	EZY	LIRF	780	2	31
280901	EZY	UNKNOWN	960	2	30
280903	EZY	UNKNOWN	1030	3	31
280904	EZY	LFPG	850	2	31
280905	RYR	EPMO	1240	2	31
280906	RYR	UNKNOWN	840	2	31
280907	RYR	EYKA	845	22	30
280908	RYR	EIDW	1025	2	31
280909	RYR	EIDW	1300	2	31
280910	STK	EIDW	800	2	31
280911	EZY	UNKNOWN	110	2	26
280913	EZY	LFBO	1095	2	31
280914	RYR	UNKNOWN	550	2	24
280915	RYR	LEPA	540	25	31
280918	EZY	UNKNOWN	35	2	31
280919	EZY	UNKNOWN	680	2	31
280920	WZZ	UNKNOWN	1345	2	17
280921	WZZ	EPKT	1345	4	31
280922	EZY	UNKNOWN	760	2	30
280923	EZY	LEAL	765	4	31
280924	EJU	LEBL	930	2	31
280925	EZY	UNKNOWN	535	2	12
280926	EZY	EGNT	535	4	31
280927	RYR	UNKNOWN	1020	2	28
280931	RYR	UNKNOWN	25	2	26
280933	EZY	LPFR	95	2	31
280934	EZY	UNKNOWN	55	2	31
280935	EZY	LCPH	100	6	29
280936	EZY	LPFR	820	2	31
280940	EZY	LSGG	695	2	31
280941	EZY	UNKNOWN	160	2	24
280944	RYR	UNKNOWN	970	3	31
280945	RYR	EIDW	515	3	31
280946	KLM	EHAM	585	3	31
280947	RYR	LEZL	1185	3	31
280949	EZY	LDPL	1030	6	31
280950	RYR	LPFR	45	5	31
280951	EZY	UNKNOWN	90	5	31
280952	EZY	LDSR	835	5	27
280953	EZY	UNKNOWN	845	11	31
280954	EZY	LEMG	1170	6	31
280955	EZY	LPFR	1195	6	31
280959	EZY	LFML	1170	9	30
280961	EZY	UNKNOWN	1125	6	31
280962	TOM	UNKNOWN	725	6	31
280964	TOM	UNKNOWN	780	15	23
280965	EZY	UNKNOWN	85	6	30
280966	TCX	UNKNOWN	1165	6	24
280967	TCX	UNKNOWN	95	8	24
280968	TCX	UNKNOWN	800	7	25
280969	TCX	LEGE	800	7	25
280972	BGH	UNKNOWN	515	8	25
280973	EZY	UNKNOWN	135	8	28
280974	EZY	LPFR	150	9	30
280975	TOM	UNKNOWN	1195	9	30
280976	TOM	UNKNOWN	770	9	24
280977	FHY	UNKNOWN	560	9	27
280979	EZY	UNKNOWN	1250	14	23
280981	EJU	LIPZ	985	14	31
280983	EZY	UNKNOWN	735	15	27
280984	EZY	UNKNOWN	1285	15	27
281863	EZY	EGGP	520	0	31
281867	EZY	EGGP	555	2	31
281868	EZY	EGGP	945	2	31
281872	EZY	EGGP	520	22	31
281877	EZY	EGGP	600	3	31
281883	EZY	EGGP	585	4	30
281897	RYR	EGGP	635	2	31
281903	RYR	EGGP	775	4	27
281905	EZY	EGGP	610	2	27
281911	RYR	EGGP	630	4	30
281912	RYR	EGGP	1275	3	31
281914	RYR	EGGP	1335	25	31
281917	EZY	EGGP	780	10	31
281920	EZY	EGGP	800	3	31
281921	RYR	EGGP	605	4	31
281930	EZY	LIPZ	990	0	31
281931	RYR	EICK	640	0	31
281933	EZY	LEMG	800	2	31
281934	WZZ	EPWA	1200	2	31
281935	EZY	LICJ	875	2	30
281936	EZY	UNKNOWN	865	3	31
281937	EZY	EHAM	690	2	31
281938	RYR	LEMG	850	2	31
281939	EZY	EGJJ	1065	2	31
281942	EZY	UNKNOWN	765	2	24
281943	EZY	LEPA	765	25	31
281946	RYR	LIMC	890	2	31
281947	EZY	EGNS	595	2	31
281949	RYR	LIBD	865	2	31
281950	RYR	EIDW	1355	2	31
281951	RYR	EIKN	1060	2	31
281953	EZY	LEAL	150	3	31
281954	EZY	LFPG	655	2	31
281955	WZZ	UNKNOWN	1220	2	31
281956	RYR	UNKNOWN	1045	2	30
281957	EZY	UNKNOWN	1260	2	31
281959	RYR	LEBL	850	2	30
281960	RYR	LFBE	1140	2	31
281961	RYR	UNKNOWN	1145	3	30
281962	RYR	EPPO	25	2	31
281963	RYR	EIDW	1195	2	31
281966	RYR	UNKNOWN	605	2	23
281967	RYR	EIDW	535	2	31
281968	RYR	EIBA	525	6	21
281969	EZY	LEBL	815	2	31
281970	EZY	UNKNOWN	810	8	28
281975	WZZ	UNKNOWN	1285	7	25
281976	WZZ	UNKNOWN	1350	2	22
281978	RYR	UNKNOWN	1170	2	31
281979	RYR	UNKNOWN	1005	2	24
281980	RYR	LEPA	995	25	31
281982	EZY	LPFR	1010	3	31
281983	EZY	LEMG	50	3	31
281984	EZY	UNKNOWN	110	4	26
281985	EZY	UNKNOWN	130	6	24
281987	EZY	LFBD	1115	6	28
281988	EZY	LPFR	175	14	23
284556	VLG	EGGW	625	0	12
284563	BCS	EGGW	625	0	31
284568	VLG	EGGW	1320	1	31
284572	EZY	EGGW	955	2	27
284575	WZZ	EGGW	1075	2	31
284576	EZY	EGGW	580	2	27
284578	EZY	EGGW	700	2	31
284579	EZY	EGGW	490	2	31
284580	EJU	EGGW	1335	2	31
284581	WZZ	EGGW	1125	2	31
284582	WZZ	EGGW	730	2	31
284585	EZY	EGGW	625	2	31
284589	EJU	EGGW	1035	2	31
284594	EZY	EGGW	560	2	31
284599	EZY	EGGW	1240	25	31
284602	EZY	EGGW	1275	2	31
284614	EZY	EGGW	605	2	30
284616	EZY	EGGW	1280	2	31
284625	EZY	EGGW	490	2	31
284628	RYR	EGGW	655	4	30
284631	RYR	EGGW	985	2	31
284639	RYR	EGGW	1190	2	31
284648	EZY	EGGW	1315	4	31
284650	EZY	EGGW	915	25	31
284656	RYR	EGGW	840	2	12
284667	EZY	EGGW	580	2	31
284671	EZY	EGGW	970	2	31
284677	RYR	EGGW	515	2	31
284680	EZY	EGGW	620	2	27
284683	EZY	EGGW	905	2	31
284684	EZY	EGGW	1190	2	31
284698	EZY	EGGW	625	2	31
284699	RYR	EGGW	690	2	31
284704	EZY	EGGW	985	10	31
284706	WZZ	EGGW	870	2	31
284708	EZY	EGGW	560	12	31
284712	EZY	EGGW	610	3	31
284727	RYR	EGGW	1255	2	23
284738	EZY	EGGW	955	2	31
284746	TOM	EGGW	675	25	31
284749	EZY	EGGW	585	4	30
284750	WZZ	EGGW	695	3	31
284751	EZY	EGGW	595	3	30
284755	EZY	EGGW	605	4	31
284775	EZY	EGGW	940	11	31
284783	RYR	EGGW	840	13	31
284784	FOO	EGGW	625	13	31
284791	EJU	EGGW	1365	25	31
284803	WUK	EGGW	810	27	31
284806	VLG	EHAM	485	0	12
284807	WUK	UNKNOWN	790	0	31
284810	WZZ	LHBP	535	2	31
284812	WZZ	EPWA	510	0	31
284816	EZY	LLBG	70	10	31
284817	VLG	EHAM	1210	1	31
284819	RYR	LEMG	860	2	31
284820	EZY	LEMG	1160	2	31
284821	EZY	LICJ	870	2	30
284822	EZY	UNKNOWN	880	3	31
284824	WZZ	EPWA	895	2	31
284825	EZY	LEMG	160	2	31
284826	EZY	LIMC	735	2	31
284827	EZY	UNKNOWN	1080	3	31
284828	EZY	LIPZ	1175	2	31
284829	EZY	EHAM	810	2	31
284830	EZY	EHAM	590	2	31
284831	EJU	EHAM	1235	2	31
284832	EZY	LEMG	795	2	31
284833	WZZ	LHBP	935	2	31
284834	EZY	LPFR	1245	2	31
284835	EZY	UNKNOWN	820	2	30
284836	EZY	LEAL	835	3	25
284837	WZZ	UNKNOWN	1270	2	31
284839	EJU	LFPG	910	2	31
284841	RYR	EIKY	1225	2	31
284842	RYR	UNKNOWN	1000	2	31
284843	EZY	EGPH	665	2	29
284844	EJU	UNKNOWN	1195	2	24
284845	EJU	LEPA	1190	25	31
284849	EZY	UNKNOWN	1020	2	31
284851	EZY	LFBD	1110	2	31
284852	WUK	UNKNOWN	850	2	20
284853	WUK	EYKA	850	22	31
284854	WZZ	UNKNOWN	1310	2	31
284855	WZZ	EPWR	1315	3	23
284856	EZY	UNKNOWN	965	6	31
284858	EZY	UNKNOWN	930	2	31
284859	RYR	UNKNOWN	1220	2	31
284860	RYR	LMML	1210	10	29
284861	EZY	LIRF	60	2	31
284862	EZY	EGPF	715	2	30
284863	WZZ	UNKNOWN	505	2	31
284864	EZY	LPFR	45	2	31
284865	EZY	UNKNOWN	680	2	30
284866	EZY	LIMJ	40	2	25
284867	EZY	UNKNOWN	760	2	31
284872	EZY	LFPG	605	2	31
284873	EZY	UNKNOWN	840	2	31
284874	WZZ	EPGD	530	2	31
284875	WZZ	EPKT	525	3	31
284876	RYR	UNKNOWN	20	2	31
284877	RYR	EIDW	1095	2	31
284879	EZY	UNKNOWN	1380	2	31
284883	WUK	UNKNOWN	890	2	31
284884	EZY	UNKNOWN	1135	2	31
284886	WUK	EETN	860	2	27
284888	EZY	LFBO	770	2	31
284889	EZY	LPPT	80	2	30
284891	EZY	UNKNOWN	1115	2	24
284892	EZY	LEPA	1100	25	31
284893	RYR	UNKNOWN	1010	2	12
284894	RYR	LIPE	1025	13	31
284895	WUK	EPSW	745	2	31
284896	WUK	EPLR	745	7	30
284899	RYR	EKCH	990	2	31
284900	RYR	LFME	705	3	31
284901	WZZ	UNKNOWN	495	2	31
284902	WZZ	EPWR	495	5	29
284903	EZY	UNKNOWN	1185	2	30
284905	EZY	LLBG	1205	15	29
284906	EZY	UNKNOWN	190	2	28
284908	RYR	LPFR	1195	2	31
284909	BMS	LROP	1115	2	17
284910	BMS	UNKNOWN	1130	16	27
284911	EZY	LEAL	785	3	29
284912	WZZ	UNKNOWN	505	2	31
284913	EZY	LEBL	1135	2	31
284914	EZY	UNKNOWN	1140	3	24
284915	BMS	LROP	645	2	30
284917	RYR	EIDW	620	2	31
284918	RYR	EIKN	840	2	31
284919	RYR	EICK	1075	2	31
284920	RYR	UNKNOWN	30	2	31
284923	EZY	EGJJ	1000	2	31
284924	EZY	LEBL	800	2	31
284925	EZY	UNKNOWN	110	2	31
284926	WZZ	UNKNOWN	505	2	31
284927	WZZ	LRCV	500	5	30
284928	WUK	UNKNOWN	860	2	31
284929	WUK	UNKNOWN	850	2	31
284931	EZY	LPFR	835	2	31
284933	WZZ	EPGD	1270	6	31
284934	EZY	EDLW	1385	2	31
284935	EZY	UNKNOWN	815	2	31
284936	WZZ	LHBP	685	2	31
284937	EZY	UNKNOWN	755	2	24
284938	EZY	LEPA	750	25	31
284940	RYR	LGAV	970	5	30
284941	EZY	UNKNOWN	45	2	30
284942	EZY	LGIR	60	3	31
284944	WZZ	LRSB	1340	9	31
284945	WZZ	UNKNOWN	530	2	31
284947	BMS	UNKNOWN	1030	2	30
284948	WZZ	LROP	840	2	31
284949	WZZ	UNKNOWN	855	15	28
284950	WZZ	LROP	1085	2	31
284951	WZZ	UNKNOWN	1090	16	28
284952	WZZ	LROP	575	2	31
284953	WZZ	UNKNOWN	585	4	29
284954	WZZ	EVRA	480	2	31
284956	WZZ	LBWN	1310	5	30
284957	WZZ	LIME	1305	16	25
284958	RYR	UNKNOWN	540	2	21
284959	RYR	EYKA	550	10	31
284961	WZZ	UNKNOWN	480	2	30
284962	WZZ	EYVP	495	17	31
284963	WZZ	UNKNOWN	810	2	31
284964	BMS	UNKNOWN	645	2	30
284965	WZZ	UNKNOWN	495	2	31
284966	EZY	LSZH	1100	2	31
284967	RYR	UNKNOWN	1050	2	30
284972	WUK	UNKNOWN	815	2	20
284974	TOM	UNKNOWN	900	2	23
284975	TOM	LEPA	890	25	31
284976	WZZ	UNKNOWN	1255	2	11
284977	WUK	UNKNOWN	565	2	31
284978	EZY	LSGG	755	3	31
284979	EZY	LEMD	775	3	31
284981	EZY	ESSA	145	3	27
284983	WZZ	EPKT	900	4	31
284984	WZZ	UNKNOWN	890	9	17
284985	EZY	UNKNOWN	70	4	31
284986	EZY	LCPH	95	7	29
284987	WZZ	EVRA	1315	4	25
284989	WUK	EPKK	1205	21	25
284990	EZY	UNKNOWN	780	5	31
284991	RYR	LELH	1355	6	31
284993	TOM	LGRP	95	6	31
284994	EZY	UNKNOWN	1055	6	30
284995	EZY	UNKNOWN	1080	6	31
284996	EZY	LDSR	1305	6	31
284998	TOM	UNKNOWN	150	6	31
284999	EZY	UNKNOWN	160	6	30
285000	EZY	UNKNOWN	825	6	31
285002	EZY	UNKNOWN	1125	6	31
285003	EZY	UNKNOWN	105	6	31
285004	WUK	UNKNOWN	530	7	15
285005	WUK	EPKK	535	16	25
285007	FHY	UNKNOWN	1210	9	27
285008	FOO	EHAM	490	13	31
285009	EZY	UNKNOWN	60	14	23
285011	EZY	UNKNOWN	1115	14	23
285015	WUK	UNKNOWN	965	15	25
285018	WUK	UNKNOWN	1000	15	29
285019	WUK	UNKNOWN	485	15	31
285020	TOM	UNKNOWN	860	17	24
285021	TOM	UNKNOWN	80	17	24
285022	WZZ	EPKK	535	26	30
285023	WUK	ENGM	995	27	31
285024	WUK	UNKNOWN	1260	27	31
285604	BEE	EGHI	910	3	28
285614	AUR	EGJA	1045	2	31
285615	BEE	EGPF	745	3	28
285617	BEE	UNKNOWN	745	7	31
285618	BEE	LFMV	735	10	25
285825	BAW	EGJJ	1150	0	31
285826	BAW	EGJJ	1055	0	31
285828	BAW	EGJJ	665	0	30
285830	EZY	EGJJ	1080	2	31
285831	EZY	EGJJ	980	2	31
285835	BAW	EGJJ	535	2	31
285836	EZY	EGJJ	635	2	31
285838	EZY	EGJJ	1280	2	31
285843	BEE	EGJJ	1120	11	31
285844	STK	EGJJ	1195	15	24
285845	BAW	EGKK	1330	0	31
285847	BAW	EGKK	960	0	31
285848	EZY	EGPF	860	2	31
285849	EZY	UNKNOWN	950	2	15
285850	EZY	EGNT	950	12	31
285851	EZY	EGPH	845	2	29
285852	EZY	EGKK	815	2	31
285853	EZY	EGMC	940	2	31
285854	BAW	EGKK	565	2	31
285855	EZY	EGKK	550	2	31
285856	EZY	EGMC	530	2	31
285858	EZY	UNKNOWN	885	2	30
285859	EXS	EGNP	915	9	27
285860	EXS	EGNM	910	12	22
285862	BEE	EGNX	1020	11	31
285863	STK	EIDW	1060	14	24
291569	BAW	EGKK	1125	6	23
291580	TOM	EGKK	1200	6	31
291582	BAW	EGKK	595	0	28
291584	VLG	EGKK	790	0	28
291589	IBS	EGKK	855	0	31
291615	NAX	EGKK	720	11	31
291616	IBK	EGKK	635	0	27
291630	TOM	EGKK	575	1	23
291639	IBK	EGKK	705	0	31
291645	BAW	EGKK	645	10	31
291653	BAW	EGKK	515	0	4
291655	BAW	EGKK	1000	10	31
291656	BAW	EGKK	805	0	31
291659	BAW	EGKK	855	0	4
291669	BAW	EGKK	1275	0	31
291671	EIN	EGKK	710	0	31
291683	BAW	EGKK	645	4	30
291685	BAW	EGKK	725	2	31
291687	TAP	EGKK	1160	1	20
291693	EJU	EGKK	745	1	30
291703	EZY	EGKK	560	2	30
291706	EZY	EGKK	1250	2	31
291707	EZY	EGKK	680	2	31
291710	EZY	EGKK	985	18	31
291711	EJU	EGKK	730	2	31
291717	EIN	EGKK	1095	4	31
291721	EZY	EGKK	535	2	31
291722	EZY	EGKK	1015	2	31
291725	EZY	EGKK	1365	18	29
291726	IBK	EGKK	875	2	25
291729	EZY	EGKK	1005	2	27
291740	EJU	EGKK	935	2	18
291746	EZY	EGKK	1350	2	30
291751	BAW	EGKK	1075	2	31
291759	EZY	EGKK	1275	2	30
291769	EJU	EGKK	615	2	31
291776	EZY	EGKK	955	2	31
291782	EZY	EGKK	750	2	25
291786	IBK	EGKK	1010	25	31
291788	EZY	EGKK	720	4	30
291791	EZY	EGKK	755	2	31
291792	EIN	EGKK	1020	4	31
291794	EZY	EGKK	610	2	31
291797	EZY	EGKK	1315	2	31
291798	RYR	EGKK	670	3	31
291801	NAX	EGKK	765	2	27
291808	RYR	EGKK	735	2	31
291814	EZS	EGKK	815	3	31
291815	EZY	EGKK	1175	2	31
291824	BAW	EGKK	710	2	31
291825	RYR	EGKK	1335	2	31
291826	EZY	EGKK	715	2	31
291828	EZY	EGKK	660	2	31
291831	EZY	EGKK	725	2	31
291835	EZY	EGKK	1170	2	31
291836	SHT	EGKK	985	2	24
291837	EZY	EGKK	925	2	31
291846	SHT	EGKK	30	2	31
291857	EZY	EGKK	910	10	31
291867	EZY	EGKK	1230	6	31
291868	RYR	EGKK	1265	3	31
291875	TOM	EGKK	720	12	31
291877	VLG	EGKK	750	2	31
291881	EJU	EGKK	835	4	31
291882	EZY	EGKK	590	2	31
291888	EZY	EGKK	615	2	30
291895	EJU	EGKK	1020	2	31
291899	EZY	EGKK	795	2	31
291901	EZY	EGKK	600	2	31
291905	RYR	EGKK	1200	4	31
291919	EZY	EGKK	535	23	31
291928	EZY	EGKK	685	2	31
291930	EZS	EGKK	1120	2	18
291931	RYR	EGKK	835	2	23
291935	EZY	EGKK	895	2	31
291936	EZY	EGKK	1275	2	31
291946	EZS	EGKK	650	3	31
291954	EZY	EGKK	880	16	31
291955	EZY	EGKK	635	2	25
291957	EZY	EGKK	595	2	17
291964	EZY	EGKK	955	2	23
291968	EZY	EGKK	555	2	27
291974	EZY	EGKK	585	2	31
291979	EZY	EGKK	890	14	31
291982	EZY	EGKK	855	4	31
291987	EZY	EGKK	570	4	30
291998	EJU	EGKK	720	10	31
292002	EJU	EGKK	770	25	31
292003	AEA	EGKK	825	2	31
292004	AEA	EGKK	1250	2	31
292006	EZY	EGKK	785	2	29
292015	EZY	EGKK	765	3	28
292026	SHT	EGKK	1100	4	24
292030	BAW	EGKK	675	5	31
292034	TAP	EGKK	1235	5	30
292036	BAW	EGKK	980	5	31
292042	TAP	EGKK	880	5	14
292050	EZY	EGKK	645	6	29
292052	TOM	EGKK	1175	6	16
292054	SHT	EGKK	660	6	31
292070	BAW	EGKK	725	6	31
292072	EZY	EGKK	980	9	31
292075	TOM	EGKK	975	25	31
292078	BAW	EGKK	745	12	31
292087	BAW	EGKK	735	8	31
292103	BAW	EGKK	85	12	27
292116	BAW	EGKK	1245	10	31
292135	VLG	EGKK	1285	14	27
292146	EZY	EGKK	965	18	25
292160	IBS	EGKK	855	19	23
292161	TOM	EGKK	1165	21	31
292164	SHT	EGKK	1085	25	31
292165	SHT	EGKK	985	25	31
292167	QTR	OTHH	1255	0	31
292170	BAW	LFBD	770	0	31
292172	WJA	CYYC	730	1	31
292173	WJA	UNKNOWN	735	4	19
